serial,date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster
27737550,1387329049,2,3,93,71,15362,-1,707992,0,0,9,1389830400,1390003200,2,0,1,12381,5,0,2,6,46,1089,22
28122941,1409820751,2,3,66,311,30031,1763,549333,0,1,9,1413849600,1414281600,2,0,1,5405,6,0,1,4,8,126,65
35868418,1416873971,11,3,26,17,15078,-1,585292,0,0,9,1419033600,1419206400,2,0,1,26383,6,0,1,2,198,1670,82
29054690,1375545265,2,3,66,174,52552,-1,613421,0,0,2,1379203200,1379289600,2,0,1,8813,1,0,2,6,107,186,14
27072383,1372474583,2,3,50,884,49329,-1,54120,0,1,9,1373846400,1374451200,3,0,1,8254,1,0,2,2,50,365,39
4404734,1398110817,2,3,215,646,51733,5558,579392,1,0,9,1399593600,1400198400,3,0,1,53533,3,0,1,6,70,19,89
21026061,1403003995,34,3,66,351,1896,1259,882187,0,1,9,1418688000,1419292800,2,2,1,8791,1,0,1,4,8,110,66
30567386,1383933255,2,3,154,535,35261,-1,884946,1,0,3,1402358400,1402531200,2,0,1,8815,1,0,1,4,196,2034,90
8948389,1415483911,24,2,194,38,42328,-1,1187266,0,0,3,1424217600,1424476800,2,0,1,18569,1,0,1,3,182,83,62
35749420,1410617340,2,3,66,189,45362,2294,101181,1,1,1,1417132800,1417392000,2,0,1,8250,1,0,3,2,50,628,45
34262520,1384117445,2,3,66,174,52091,2421,707203,0,1,0,1384300800,1384905600,2,0,1,7635,3,0,1,2,50,675,77
12671757,1406549553,18,2,119,0,27731,-1,414991,0,0,7,1407801600,1407888000,2,0,1,8744,1,0,1,3,106,108,28
14609111,1397662924,2,3,62,135,43030,-1,350184,0,0,9,1402099200,1402358400,2,0,1,45629,6,0,2,2,50,675,37
34176292,1377989339,2,3,66,174,9444,1197,389794,0,1,9,1378771200,1378771200,2,1,1,8810,1,0,1,4,8,1532,63
31108884,1404206806,2,3,66,220,2086,4412,1100078,1,1,9,1407974400,1408838400,3,0,1,8255,1,0,1,6,77,20,15
14668052,1407275990,24,2,3,47,11524,-1,515568,0,1,0,1419811200,1420070400,2,0,1,8819,1,0,3,3,168,1242,38
19835054,1367437141,37,1,69,747,7815,-1,957756,1,1,1,1370563200,1371254400,2,0,1,18773,1,0,3,6,22,1794,61
5875045,1397031933,2,3,66,442,28620,681,800267,0,0,2,1399680000,1400198400,2,0,1,14840,1,0,1,2,50,1628,72
37339728,1395872242,2,3,66,153,5526,292,43610,0,0,0,1395964800,1396137600,4,0,1,46239,1,0,1,4,8,139,6
4259721,1416407413,13,1,46,347,30537,5113,214675,0,1,2,1423872000,1424044800,2,0,1,1583,3,0,6,5,19,803,78
3698004,1416353547,8,4,77,871,36643,4204,1188873,0,0,2,1416960000,1417478400,1,0,1,53148,6,0,1,3,141,1195,36
33890020,1360330879,2,3,66,174,26232,373,651569,0,0,9,1363996800,1364083200,2,1,1,12175,6,0,1,2,50,366,28
29477289,1382899620,34,3,205,312,10553,7,475486,0,0,9,1383091200,1383177600,2,0,1,45120,1,0,1,2,198,404,91
6377647,1392283945,2,3,66,331,54953,5860,927675,0,1,0,1411084800,1411603200,2,0,1,11917,1,0,2,0,140,59,92
32376711,1409941477,2,3,66,189,36496,175,878132,0,0,9,1409961600,1410048000,2,0,1,11569,1,0,2,2,50,623,7
25750897,1378162838,24,2,3,49,4463,-1,926823,1,1,0,1388534400,1388966400,2,2,2,8250,1,0,1,2,50,628,24
35782843,1400871453,2,3,66,196,2428,206,218500,1,0,9,1403222400,1403395200,2,0,1,8267,1,1,1,2,50,675,69
21267714,1391849282,23,1,198,153,17956,-1,461402,0,0,9,1393459200,1393545600,3,1,2,1014,1,0,1,3,92,168,8
146728,1417259879,2,3,66,153,5526,1486,563579,0,0,9,1417737600,1417824000,1,0,1,27606,6,0,1,2,50,643,7
35479287,1417254010,33,2,194,38,42328,-1,268037,0,1,9,1420070400,1420243200,2,0,1,8747,1,0,1,3,106,107,95
13634347,1369331813,15,1,55,160,13307,-1,1054842,0,1,9,1397088000,1397692800,2,0,1,7635,3,0,4,2,50,675,72
23740246,1402490600,2,3,66,174,5938,1674,1010411,0,0,9,1402531200,1402617600,5,0,2,1194,3,0,1,4,8,123,43
3348677,1409387133,2,3,66,174,21225,918,273024,0,1,9,1413936000,1414281600,2,0,1,8824,1,0,1,4,8,118,92
10150638,1419970717,25,2,23,48,4924,-1,655399,0,0,9,1421366400,1421539200,2,0,1,347,1,0,1,3,182,52,85
3487480,1398315905,2,3,176,883,29236,-1,644652,1,0,9,1398988800,1399161600,2,0,1,12920,5,0,1,6,212,37,67
2804054,1378100257,2,3,66,311,25608,-1,35912,1,0,0,1383264000,1383436800,2,1,1,8267,1,0,2,2,50,675,21
36823536,1364839920,2,3,66,337,31124,1058,596124,0,0,9,1366243200,1366675200,2,0,1,11353,1,0,1,2,50,699,51
7457862,1417608537,2,3,66,220,15627,-1,241999,0,0,0,1427241600,1427587200,2,0,1,45327,6,1,1,2,50,675,41
2420070,1409251516,37,1,69,761,41949,-1,196038,0,0,1,1416096000,1416700800,2,0,1,22254,6,0,1,0,34,1391,67
18275409,1409343491,2,3,66,321,47535,1456,326299,0,0,9,1421280000,1421539200,2,0,1,41849,4,0,1,2,50,367,90
35003711,1418188990,34,3,205,354,12825,2251,874341,0,0,9,1421971200,1422057600,2,0,1,8810,1,0,1,4,8,1532,62
20326750,1414175409,24,2,66,174,16634,6946,1188899,0,0,0,1415923200,1416096000,2,0,1,8242,1,0,1,3,171,61,4
3909617,1409182250,11,3,205,155,19334,91,504242,0,0,5,1409529600,1409616000,1,0,1,7258,3,0,1,2,198,986,28
20483342,1415293604,2,3,66,184,28561,613,411772,1,1,9,1417219200,1417651200,1,0,1,8250,1,0,1,2,50,628,54
12343082,1381674717,37,1,69,923,15777,-1,480110,0,0,1,1382227200,1382572800,2,1,1,22438,1,0,1,6,105,1243,78
16542112,1412696132,11,3,205,354,25315,198,718347,0,0,9,1412899200,1413072000,2,0,1,41551,6,0,1,2,198,403,48
23869769,1407227799,2,3,66,258,10801,720,350207,0,0,9,1408579200,1408665600,1,0,1,8267,1,0,1,2,50,675,56
20746493,1419882665,23,1,1,395,29254,2686,9827,0,1,9,1434153600,1434758400,4,0,2,468,1,0,1,3,48,153,97
16044723,1407158483,23,1,1,167,39407,6071,623699,0,0,9,1410739200,1410825600,2,0,1,12214,6,0,1,2,50,365,4
34553958,1404509992,2,3,82,862,48871,-1,501045,0,0,9,1405123200,1405382400,2,0,1,8268,1,0,1,2,50,682,42
11897864,1405076146,2,3,66,348,16179,-1,88837,0,1,9,1409356800,1409616000,2,0,1,12257,6,0,1,4,51,1509,18
18705865,1411326718,13,1,218,26,4126,-1,255581,0,1,9,1440115200,1440288000,1,0,1,23190,6,0,2,6,170,313,5
16513010,1410182356,30,4,195,991,22648,-1,646380,0,0,9,1423958400,1424131200,2,0,1,8792,1,0,1,0,34,55,58
13703566,1371739868,34,3,205,354,25315,3700,85273,0,0,9,1372550400,1372723200,2,0,1,18078,1,0,1,6,204,1153,35
12316449,1389710910,18,2,119,0,27731,-1,392317,0,1,9,1391299200,1391644800,2,1,1,18569,1,0,1,3,182,83,85
10079825,1386481726,11,3,205,354,10837,163,378652,0,0,9,1387497600,1387584000,2,0,1,24628,6,1,1,2,50,420,20
10702652,1368104385,11,3,205,155,53078,1177,364914,0,0,0,1373155200,1373328000,2,2,1,8278,1,0,1,2,50,368,77
32878,1377813771,37,1,69,844,22970,-1,128612,1,0,1,-9223372037,-9223372037,2,0,1,18663,1,0,1,6,105,1849,22
27735059,1412938578,2,3,181,238,14762,-1,701529,0,0,2,1417046400,1417392000,1,0,1,12057,1,0,1,4,146,1517,82
34353117,1415113269,2,3,66,226,9427,217,1018245,0,0,4,1415145600,1415318400,2,0,1,8229,1,0,2,2,50,678,7
12701826,1406653640,2,3,66,321,32003,458,526584,0,0,9,1416096000,1416182400,2,0,1,33759,4,0,1,2,50,643,72
27646948,1396200841,24,2,3,60,4699,-1,461900,0,0,9,1419811200,1420070400,1,0,1,5497,1,0,1,3,182,79,81
14204625,1394257671,2,3,66,311,38692,-1,388039,1,0,9,1394582400,1394668800,1,0,1,12280,6,0,1,2,50,191,68
29844122,1388140313,24,2,3,50,20442,-1,218203,0,0,0,1389398400,1389657600,2,0,1,27146,6,0,4,2,50,637,18
29540140,1419597002,26,0,215,869,34618,687,642986,0,0,1,1419811200,1420156800,1,0,1,47397,3,0,1,4,8,983,60
16168744,1419531389,13,1,46,347,39128,783,964096,0,0,0,1428278400,1428796800,2,0,2,8788,1,0,1,6,77,2,53
10228848,1376067626,24,2,3,50,5224,-1,976882,0,0,9,1376870400,1376956800,2,0,1,1501,3,1,1,3,99,1313,53
1566466,1391721132,2,3,66,184,42187,872,172520,1,0,1,1391731200,1391817600,4,4,2,1031,1,1,1,2,50,1107,42
12739790,1409689449,37,1,69,758,1361,-1,640785,0,0,1,1410393600,1410480000,1,0,1,8267,1,0,1,2,50,675,41
10049700,1418923369,11,3,205,385,1347,2235,270143,1,1,2,1428105600,1428537600,2,0,1,8250,1,0,1,2,50,628,51
32059900,1411417448,24,2,3,50,5703,-1,1929,0,0,2,1412812800,1412899200,2,0,1,5497,1,0,1,3,182,79,60
20166588,1377544109,37,1,69,761,41949,-1,690264,1,0,3,1380585600,1380931200,2,0,1,14984,1,0,1,2,50,1457,51
5500410,1387383405,34,3,205,155,53078,2091,1020232,0,0,9,1388102400,1388275200,2,1,1,26022,6,0,1,2,198,397,68
32563906,1398884506,11,3,205,354,50446,1926,191169,0,1,9,1401840000,1402099200,2,0,1,49854,4,0,2,2,50,628,45
21558710,1409080228,2,3,66,174,54799,126,188874,1,0,0,1409788800,1409875200,4,0,1,52512,3,0,2,2,50,368,0
32351241,1411458340,34,3,205,354,9913,-1,800560,0,0,9,1429920000,1430524800,2,3,1,8268,1,0,1,2,50,682,50
2124038,1376382328,2,3,66,220,15627,-1,585294,0,0,9,1377475200,1377648000,1,0,1,14985,1,0,1,2,50,1241,2
16314327,1417609803,2,3,66,198,7463,3956,135042,1,0,2,1445731200,1445990400,4,0,2,8788,1,0,1,6,77,2,2
37303205,1397765168,2,3,66,149,20498,150,1093451,0,0,9,1399593600,1399766400,2,0,1,15443,1,0,1,2,50,478,27
5416596,1395999660,2,3,66,174,52552,-1,775173,0,1,1,1418860800,1419552000,1,0,1,8824,1,0,2,4,8,118,66
6816344,1408247801,2,3,66,220,38273,115,859201,0,0,0,1408665600,1408838400,2,2,1,19363,1,0,3,2,50,585,96
9803875,1377703084,2,3,66,356,33823,1436,566435,0,0,9,1378684800,1378857600,1,0,1,8261,1,0,1,2,50,646,50
30527496,1419211007,24,2,3,51,29020,-1,758912,0,0,0,1420848000,1421107200,2,0,1,8791,1,0,1,4,8,110,68
30009449,1367485296,2,3,66,322,44140,2199,641685,0,1,9,1373414400,1374019200,2,0,1,11334,1,0,1,4,96,201,44
37130666,1403113573,2,3,66,184,27733,1274,507095,0,0,1,1403136000,1403222400,1,0,1,26221,6,1,1,2,50,532,7
37173517,1396095444,2,3,80,41,22664,-1,656011,1,0,9,1400284800,1400457600,2,0,1,8806,1,0,1,6,105,22,11
22557073,1406232775,11,3,205,339,46243,-1,147418,0,0,4,1408147200,1408406400,2,2,1,49086,6,0,2,2,50,685,15
21797088,1415114137,32,1,62,23,1856,-1,1059986,0,0,5,1422576000,1422662400,4,0,2,8234,1,0,4,6,7,8,68
1405492,1399472296,2,3,66,220,43026,1791,912345,0,0,9,1399507200,1399680000,2,0,1,23686,6,1,1,2,50,659,91
35597228,1377532258,2,3,66,311,7398,1737,720698,0,1,9,1390262400,1391126400,2,0,1,8791,1,0,1,4,8,110,52
20629491,1406136565,25,2,23,78,5305,-1,858059,0,0,1,1408579200,1408665600,2,0,1,55208,1,0,1,6,204,941,8
10917430,1396953298,2,3,66,174,10377,5466,1172271,1,0,9,1411689600,1412035200,2,0,1,8253,1,0,1,6,70,19,97
23971135,1362649290,13,1,46,347,54921,1266,749567,0,1,9,1363046400,1363564800,2,0,1,8245,1,0,1,6,22,245,57
17933153,1375699827,2,3,66,314,43382,205,672244,0,0,9,1382659200,1382832000,2,0,1,8267,1,0,1,2,50,675,56
2306608,1381177303,2,3,66,356,22202,2758,1080559,0,0,9,1383177600,1383350400,2,0,1,22847,6,0,2,4,193,99,43
5544047,1407432059,2,3,66,311,2945,5,1156661,0,0,9,1408147200,1408233600,1,0,1,8223,1,0,1,2,50,690,16
26550504,1412946271,2,3,179,410,16634,-1,930445,0,0,2,1413849600,1414108800,2,0,1,22648,6,1,1,4,13,1531,61
9991804,1416765148,2,3,66,352,10505,1152,40440,0,1,9,1432684800,1433116800,2,0,1,8291,1,0,2,2,50,191,13
12058382,1417883278,2,3,66,174,36046,34,656362,0,0,9,1417824000,1417910400,2,0,1,8279,1,1,1,2,50,1230,37
27436647,1411121975,2,3,66,337,22423,325,1067476,0,1,9,1411257600,1411344000,1,0,1,8262,1,0,2,2,198,384,68
15537089,1377174201,2,3,66,184,52638,6,487487,0,0,9,1378684800,1379030400,2,1,1,8830,1,0,1,2,50,650,90
23284343,1407422291,2,3,66,174,14542,117,489625,0,0,9,1407369600,1407456000,1,0,1,148,1,1,1,2,50,953,6
34925520,1411325339,11,3,205,354,25315,343,596470,1,0,9,1417737600,1417910400,2,0,1,8267,1,0,1,2,50,675,83
17121354,1417695667,2,3,66,462,36965,17,977413,1,0,2,1418601600,1418688000,2,2,1,23475,6,0,1,2,50,663,48
20600050,1408925440,2,3,66,174,9328,850,764785,0,0,9,1424563200,1424649600,2,1,1,8843,1,0,1,2,50,671,2
14379204,1369047069,2,3,149,290,33116,-1,902274,1,0,9,1376438400,1377302400,2,1,1,8254,1,0,2,2,50,365,69
14432504,1391079508,11,3,205,155,8177,1012,1035962,1,1,9,1392422400,1393027200,2,0,1,8250,1,0,1,2,50,628,54
24043421,1409270898,2,3,66,174,3622,73,996105,1,0,9,1410912000,1410998400,2,0,1,24278,6,0,1,2,50,1546,69
12162079,1389385943,23,1,1,395,29254,5183,1033480,0,1,0,1394841600,1395446400,2,0,1,8260,1,0,1,2,50,701,83
13304689,1406222445,2,3,66,356,22202,74,39590,1,0,9,1406937600,1407024000,1,0,1,23403,6,0,1,2,50,1179,13
13186509,1403979307,37,1,69,761,41949,-1,875977,0,0,9,1416960000,1417132800,2,0,1,12206,6,1,1,2,50,628,79
29419534,1398796089,2,3,66,435,49347,1678,308931,0,0,9,1411603200,1411776000,2,0,1,8250,1,0,1,2,50,628,79
35295398,1361331955,2,3,70,49,46422,-1,797236,0,0,9,1362355200,1362528000,1,0,1,12724,5,0,1,2,50,550,61
809319,1414139057,2,3,66,196,2428,358,277820,0,0,9,1416960000,1417132800,2,0,1,8809,1,1,1,2,50,698,9
30939306,1393705592,8,4,77,824,48150,9354,621815,0,0,2,1410393600,1410998400,2,0,1,8260,1,0,1,2,50,701,40
31948002,1406724971,2,3,66,189,33796,1639,898488,0,1,2,1408060800,1408579200,2,0,1,8791,1,0,2,4,8,110,65
12135989,1406811331,2,3,66,348,43087,-1,936110,0,0,0,1408752000,1409011200,2,3,1,11319,1,0,1,2,50,681,87
6440746,1407518962,11,3,205,354,48951,1660,1096221,0,0,5,1408233600,1408752000,2,0,2,8276,1,0,5,2,50,661,41
10222872,1405286057,11,3,205,155,53078,52,954249,0,0,9,1407888000,1408060800,2,1,1,1901,1,1,1,2,198,401,16
35655708,1409635500,2,3,66,311,5055,172,960661,0,0,9,1409702400,1409788800,1,0,1,8267,1,0,1,2,50,675,70
14324562,1374409059,23,1,1,318,2096,515,758469,0,1,0,1376870400,1377302400,2,0,1,8213,1,0,1,6,68,275,89
7231231,1395840798,2,3,66,174,9890,372,804769,0,0,9,1395964800,1396051200,2,0,1,11359,1,0,1,2,50,358,91
4920305,1419627358,2,3,66,462,49272,876,710653,0,1,9,1424304000,1424476800,1,0,1,8250,1,0,1,2,50,628,45
22895470,1405254964,24,2,3,50,5703,-1,213700,0,0,4,1406764800,1406851200,3,0,2,43199,1,0,3,3,106,106,62
32104539,1401365146,2,3,66,348,28556,1907,104129,0,0,9,1402358400,1402617600,2,0,1,42604,1,0,1,2,50,673,55
14231361,1414080104,11,3,205,385,1440,2192,462676,0,0,5,1436486400,1436832000,2,0,1,23631,1,0,1,6,12,807,36
15464960,1404050992,2,3,66,442,35390,232,293475,0,0,2,1404345600,1404518400,2,1,1,60712,6,0,1,2,50,406,2
34315164,1406228795,2,3,71,0,53832,-1,882548,0,0,9,1420156800,1420243200,2,0,1,8267,1,0,5,2,50,675,40
32268787,1419288138,2,3,66,462,27117,709,555209,0,1,9,1419465600,1419897600,2,0,1,14985,1,0,1,2,50,1241,95
17221487,1373909270,2,3,66,254,3471,331,40814,0,0,3,1375228800,1375401600,2,2,1,26663,1,0,1,2,50,707,90
7010415,1408472324,11,3,205,354,54585,1074,203007,0,0,9,1417219200,1417305600,2,0,1,12654,5,1,1,2,50,682,18
25794244,1416854245,2,3,66,442,55281,953,1056420,0,1,9,1420243200,1420675200,2,0,1,11938,1,0,1,4,8,126,65
22245909,1415368828,23,1,1,167,39407,2854,233347,0,1,0,1415836800,1416355200,2,0,1,468,1,0,2,3,48,153,37
4965672,1396898904,2,3,66,348,49449,-1,821923,1,0,4,1408665600,1409356800,2,1,1,8745,1,0,2,6,204,27,56
6593794,1411344728,24,2,3,63,1210,-1,261215,0,0,0,1419552000,1419984000,2,0,1,8267,1,0,2,2,50,675,70
84273,1418208468,2,3,66,435,5391,499,338808,0,0,2,1419033600,1419292800,1,0,1,15093,1,0,1,2,50,679,23
2145292,1388930705,2,3,66,448,44417,958,640786,0,0,9,1397692800,1397952000,6,0,3,12228,6,0,1,2,50,411,98
28624110,1360969458,24,2,3,50,20442,-1,688988,0,0,1,-9223372037,-9223372037,4,0,1,14908,1,0,1,3,88,1032,96
7034547,1398773304,2,3,66,220,8159,5921,256237,0,1,8,1406419200,1406592000,2,0,1,21766,1,0,3,6,208,1418,58
12109329,1367087162,11,3,205,312,10553,990,859782,0,0,9,1370044800,1370563200,1,0,1,1841,3,0,1,2,198,387,39
2136998,1362938989,2,3,66,448,35610,-1,617852,0,0,9,1377216000,1377475200,2,0,1,12270,6,0,1,2,50,663,68
34306653,1411577550,24,2,3,50,5703,-1,855470,0,0,1,1411776000,1412208000,1,0,1,8818,1,0,1,3,99,88,81
347076,1378389834,17,1,63,223,2783,-1,11809,0,0,1,1379030400,1379289600,2,0,1,23853,1,0,2,6,105,892,20
30871001,1377023593,2,3,66,260,30136,104,454026,0,0,9,1377043200,1377129600,1,0,1,52509,4,0,1,2,50,463,30
15503950,1364764734,2,3,66,226,11507,2131,405382,0,0,9,1373155200,1373241600,2,0,1,12267,6,0,1,2,50,1230,10
31538893,1359478248,34,3,205,354,25315,3981,1045751,0,0,9,1369872000,1370131200,4,0,1,8788,1,0,1,6,77,1880,15
30621915,1398149167,2,3,66,189,38626,1176,1026292,0,0,0,1404345600,1404691200,2,0,1,11853,1,0,1,2,50,702,48
23184870,1363880376,2,3,66,258,4687,712,115238,0,0,9,1363910400,1364083200,2,0,1,7635,3,0,2,2,50,675,69
12722542,1390398337,11,3,205,155,9120,44,596403,0,0,4,1391040000,1391299200,2,0,1,26414,6,0,2,2,198,399,55
30260110,1389173900,2,3,66,260,36508,547,73919,0,0,5,1390521600,1390694400,2,0,1,11319,1,0,2,2,50,681,15
23632441,1364827828,2,3,66,174,24103,104,598264,0,0,9,1369440000,1369612800,2,0,1,9147,1,0,1,2,50,367,0
29482852,1405651750,2,3,66,174,9444,13,484880,1,0,2,1405728000,1405814400,2,2,1,8254,1,0,1,2,50,365,25
11923674,1402383398,2,3,66,348,19997,-1,166553,0,0,9,1406851200,1406937600,1,0,1,8253,1,0,1,6,70,19,70
6478690,1418578266,2,3,66,184,2037,611,1183764,0,0,9,1428796800,1429056000,1,0,1,44241,8,0,1,2,50,628,90
263238,1363307862,2,3,215,715,136,6046,951527,0,0,9,1365552000,1365638400,1,0,1,18495,6,0,1,6,77,2,18
15840940,1419972937,11,3,205,354,42252,1050,92585,0,0,0,1423440000,1423785600,2,2,1,8268,1,0,1,2,50,682,18
25693367,1409145360,26,0,215,783,35659,-1,757731,0,1,9,1411689600,1412553600,2,0,1,12132,1,0,3,2,50,366,41
23288173,1408569181,34,3,205,135,52029,3210,513998,0,1,9,1410739200,1410998400,2,0,1,8859,1,0,1,2,50,212,92
18224937,1406999772,37,1,69,566,49966,-1,215296,0,1,0,1409702400,1410307200,2,0,1,8267,1,0,1,2,50,675,50
9419308,1391327358,2,3,66,348,24562,1158,392558,0,1,3,1404950400,1405468800,2,0,1,8266,1,0,1,2,50,411,70
17135015,1404407450,2,3,80,39,16563,-1,1019775,0,0,2,1407974400,1408579200,1,0,1,41137,1,0,1,6,127,141,62
37172229,1368389330,11,3,205,354,48951,1941,651436,0,0,9,1370563200,1370822400,2,0,1,8250,1,0,1,2,50,628,79
29274333,1408280558,23,1,1,318,47528,1065,1170325,0,1,0,1408492800,1408752000,2,0,1,792,1,0,1,6,208,1480,44
16543078,1374573081,2,3,66,258,4687,1856,720360,0,1,9,1385596800,1385856000,1,0,1,8279,1,0,1,2,50,1230,98
4968056,1375352413,2,3,66,356,10188,1981,828396,1,0,9,1386892800,1387497600,3,0,1,12785,5,0,1,4,8,1532,15
22122580,1414394929,8,4,77,871,36643,7204,992308,0,0,9,1425772800,1426204800,4,2,2,12175,6,0,1,2,50,366,95
14367620,1413411547,11,3,205,155,22091,2618,875304,0,0,9,1426377600,1427068800,2,2,1,8268,1,0,2,2,50,682,71
19421714,1417882445,2,3,66,462,27117,2394,991697,0,0,9,1418947200,1419033600,1,0,1,7635,3,0,1,2,50,675,41
12284419,1416545244,2,3,66,442,28643,67,287242,1,0,9,1416528000,1416614400,2,0,1,589,1,0,1,2,50,712,34
12486521,1405498719,2,3,28,154,34719,-1,988979,0,1,1,1409270400,1409875200,2,0,1,12904,5,0,1,5,73,1722,58
36355603,1365695294,11,3,205,354,52284,8446,30379,0,1,9,1388707200,1388966400,2,0,1,12403,5,0,1,3,82,228,26
30967653,1393949353,24,2,3,50,5703,-1,713472,0,0,5,1405296000,1405728000,5,0,5,28481,6,0,2,4,136,196,68
17373629,1370975494,22,2,0,275,49723,-1,449066,0,0,0,1374883200,1375056000,2,0,1,8220,1,0,1,3,182,46,81
32280647,1400837484,2,3,66,226,45115,161,588936,0,0,9,1400803200,1401062400,2,0,1,17859,1,0,1,2,50,427,51
27341010,1397337880,37,1,69,753,56399,-1,821846,0,1,0,1409270400,1409875200,2,0,1,21614,1,0,2,6,208,1451,67
10380669,1381402595,37,1,69,953,43705,-1,332550,0,0,1,1381795200,1381881600,1,0,1,22803,6,0,1,6,77,20,10
7584227,1414785481,2,3,66,174,53485,6323,592184,0,0,9,1417910400,1418083200,2,0,1,8351,6,1,1,4,196,2027,38
16512547,1416184348,2,3,231,72,48387,-1,645072,0,0,9,1417132800,1417219200,2,0,1,12598,5,0,1,3,151,69,81
16936602,1387238932,2,3,66,258,35380,1309,503881,0,0,9,1395014400,1395619200,1,0,1,8791,1,0,2,4,8,110,66
10849711,1414759904,2,3,66,198,19294,587,918838,0,1,0,1415145600,1415232000,1,0,1,27344,6,0,1,2,50,1077,43
33668939,1416587741,24,2,3,50,5703,-1,1159550,0,0,2,1418688000,1418860800,2,0,1,12246,6,0,2,6,204,27,22
16323999,1395092198,37,1,69,748,16832,-1,165622,0,0,2,1395532800,1395619200,1,1,1,8255,1,0,1,6,77,20,99
26827732,1393524676,2,3,66,314,32759,657,555584,0,0,9,1396656000,1396742400,2,0,1,11993,1,0,1,2,50,438,6
8357223,1411950793,24,2,3,50,5703,-1,461899,0,0,9,1416614400,1416700800,2,2,1,48217,1,0,1,3,106,1078,82
19571078,1415949545,2,3,66,403,46897,318,199388,1,0,2,1421971200,1422144000,2,0,1,26075,4,0,1,2,50,350,91
20212597,1413999470,2,3,66,331,54953,79,818029,0,0,1,1417132800,1417305600,2,1,1,26490,1,0,3,2,50,442,34
11651499,1388906606,2,3,66,348,48862,5135,383407,0,0,0,1389225600,1389312000,2,0,1,8280,1,0,4,4,98,2054,38
9390581,1364588397,2,3,66,174,28063,414,310170,0,0,9,1364601600,1364860800,2,1,1,24822,1,1,1,2,50,450,13
22570999,1376154132,2,3,66,404,48127,163,191237,0,0,0,1378425600,1378598400,2,0,1,1212,1,0,2,2,50,458,47
37253518,1413696656,2,3,82,862,48871,-1,940267,0,0,9,1427500800,1427673600,2,2,1,11353,1,0,1,2,50,699,26
1380511,1416835787,22,2,0,393,14187,-1,842656,0,0,9,1416787200,1416873600,2,1,1,20525,1,0,1,3,104,76,57
32764391,1414689501,2,3,66,258,4687,1841,766303,0,0,9,1414627200,1414713600,1,0,1,12836,5,1,1,2,50,1241,21
15770765,1373975510,2,3,66,348,41524,2096,1131158,0,1,9,1384387200,1385683200,2,0,1,11629,1,0,1,2,198,370,5
13469600,1406102825,2,3,66,348,48862,1558,556999,0,1,9,1416182400,1416528000,2,0,1,11439,1,0,1,4,163,1503,65
2164620,1380287528,37,1,29,194,28215,-1,694882,0,1,9,1387238400,1387584000,2,0,1,468,1,0,3,3,48,153,97
22791409,1376999699,34,3,205,385,39945,-1,1047678,0,0,9,1388620800,1388880000,2,0,1,8220,1,0,1,3,182,46,59
10142493,1399403052,2,3,66,220,4724,8670,633770,0,0,9,1401321600,1401580800,2,1,1,8242,1,0,2,3,171,61,41
34390950,1372688519,11,3,205,385,4477,-1,1132415,0,1,9,1374624000,1374969600,2,0,1,12206,6,0,1,2,50,628,79
11168489,1395324789,30,4,195,991,36465,-1,969087,0,0,9,1398902400,1399248000,2,0,1,8747,1,0,1,3,106,107,48
17439408,1415005512,2,3,198,208,54488,-1,596671,0,0,9,1417392000,1417824000,2,0,1,8803,1,0,1,3,151,69,12
15266528,1364940813,37,1,69,761,41949,-1,976118,0,1,0,1369267200,1369872000,2,1,1,8976,1,0,1,4,52,202,0
16729408,1412674066,2,3,66,325,12730,2433,1191954,1,1,9,1424995200,1425600000,2,0,1,5405,6,0,1,4,8,126,96
13568686,1402140272,37,1,80,41,21389,-1,863257,0,0,0,1404950400,1405468800,2,0,1,11271,3,1,1,3,82,231,63
34271511,1411386042,24,2,3,50,5703,-1,740345,0,0,1,1433116800,1433289600,2,0,1,23731,1,1,1,6,22,301,67
3751252,1412412917,2,3,66,174,21177,2124,116707,0,1,2,1418947200,1419552000,1,0,1,8791,1,0,1,4,8,110,51
37381767,1396937333,2,3,66,174,30495,1121,188873,1,0,9,1399593600,1399680000,2,0,1,11984,1,0,1,2,50,550,33
9153062,1409811333,2,3,66,220,15627,-1,671647,0,0,9,1410048000,1410220800,2,0,1,12226,6,0,2,2,50,701,49
13417493,1404461087,2,3,66,363,10272,98,392882,0,0,9,1404518400,1404604800,4,0,2,11337,1,0,1,2,50,697,95
25058231,1398503679,2,3,196,198,45297,-1,1026593,0,0,9,1399939200,1400025600,1,0,1,8230,1,0,1,2,50,637,95
26524774,1414351788,2,3,179,13,38437,-1,866259,0,1,9,1419379200,1420416000,2,2,1,8268,1,0,1,2,50,682,6
33226976,1391808135,2,3,66,331,40794,219,964909,0,0,9,1393545600,1393632000,2,0,1,17859,1,0,1,2,50,427,42
17369136,1408549966,36,2,115,957,17195,-1,443071,0,0,5,1412121600,1412208000,2,0,1,25644,6,1,1,6,159,287,43
37615479,1368450852,2,3,66,153,20706,9,1017244,0,0,9,1369785600,1369958400,2,1,1,12757,5,0,1,2,50,659,34
